Np,Strategy,EscaperType,ScenarioID,Captures,SimTime,Outcome
80,Line,wedge,0,10,3.03513,Escapers Victory (All 10 breached)
80,Line,wedge,1,10,2.74429,Escapers Victory (All 10 breached)
80,Line,wedge,2,10,3.20527,Escapers Victory (All 10 breached)
80,Line,wedge,3,10,2.74503,Escapers Victory (All 10 breached)
80,Line,wedge,4,10,2.78834,Escapers Victory (All 10 breached)
80,Line,wedge,5,10,2.48841,Escapers Victory (All 10 breached)
80,Line,wedge,6,10,3.16785,Escapers Victory (All 10 breached)
80,Line,wedge,7,10,2.30031,Escapers Victory (All 10 breached)
80,Line,wedge,8,10,2.21608,Escapers Victory (All 10 breached)
80,Line,wedge,9,10,2.89826,Escapers Victory (All 10 breached)
80,Line,wedge,10,10,2.35973,Escapers Victory (All 10 breached)
80,Line,wedge,11,10,2.71442,Escapers Victory (All 10 breached)
80,Line,wedge,12,10,2.21099,Escapers Victory (All 10 breached)
80,Line,wedge,13,10,2.58671,Escapers Victory (All 10 breached)
80,Line,wedge,14,10,3.65103,Escapers Victory (All 10 breached)
80,Line,wedge,15,10,2.59021,Escapers Victory (All 10 breached)
80,Line,wedge,16,10,3.16318,Escapers Victory (All 10 breached)
80,Line,wedge,17,10,2.36326,Escapers Victory (All 10 breached)
80,Line,wedge,18,10,2.60281,Escapers Victory (All 10 breached)
80,Line,wedge,19,10,2.73206,Escapers Victory (All 10 breached)
80,Line,wedge,20,10,2.34826,Escapers Victory (All 10 breached)
80,Line,wedge,21,10,3.36992,Escapers Victory (All 10 breached)
80,Line,wedge,22,10,2.12153,Escapers Victory (All 10 breached)
80,Line,wedge,23,10,2.30471,Escapers Victory (All 10 breached)
80,Line,wedge,24,10,2.23524,Escapers Victory (All 10 breached)
80,Line,swarm,25,10,3.30803,Escapers Victory (All 10 breached)
80,Line,swarm,26,10,2.93021,Escapers Victory (All 10 breached)
80,Line,swarm,27,10,2.41922,Escapers Victory (All 10 breached)
80,Line,swarm,28,10,3.02291,Escapers Victory (All 10 breached)
80,Line,swarm,29,10,1.58704,Escapers Victory (All 10 breached)
80,Line,swarm,30,10,1.95236,Escapers Victory (All 10 breached)
80,Line,swarm,31,10,1.12875,Escapers Victory (All 10 breached)
80,Line,swarm,32,10,3.35858,Escapers Victory (All 10 breached)
80,Line,swarm,33,10,1.85608,Escapers Victory (All 10 breached)
80,Line,swarm,34,10,0.827828,Escapers Victory (All 10 breached)
80,Line,swarm,35,10,0.994816,Escapers Victory (All 10 breached)
80,Line,swarm,36,10,3.15321,Escapers Victory (All 10 breached)
