Np,Strategy,EscaperType,ScenarioID,Captures,SimTime,Outcome
43,Line,wedge,0,10,2.62292,Escapers Victory (All 10 breached)
43,Line,wedge,1,10,1.96846,Escapers Victory (All 10 breached)
43,Line,wedge,2,10,2.50289,Escapers Victory (All 10 breached)
43,Line,wedge,3,10,2.25981,Escapers Victory (All 10 breached)
43,Line,wedge,4,10,2.48128,Escapers Victory (All 10 breached)
43,Line,wedge,5,10,1.80878,Escapers Victory (All 10 breached)
43,Line,wedge,6,10,2.23107,Escapers Victory (All 10 breached)
43,Line,wedge,7,10,1.52375,Escapers Victory (All 10 breached)
43,Line,wedge,8,10,1.58944,Escapers Victory (All 10 breached)
43,Line,wedge,9,10,2.27344,Escapers Victory (All 10 breached)
43,Line,wedge,10,10,1.74662,Escapers Victory (All 10 breached)
43,Line,wedge,11,10,1.96253,Escapers Victory (All 10 breached)
43,Line,wedge,12,10,1.5486,Escapers Victory (All 10 breached)
43,Line,wedge,13,10,1.91785,Escapers Victory (All 10 breached)
43,Line,wedge,14,10,2.47084,Escapers Victory (All 10 breached)
43,Line,wedge,15,10,1.76472,Escapers Victory (All 10 breached)
43,Line,wedge,16,10,2.4547,Escapers Victory (All 10 breached)
43,Line,wedge,17,10,1.67257,Escapers Victory (All 10 breached)
43,Line,wedge,18,10,1.93708,Escapers Victory (All 10 breached)
43,Line,wedge,19,10,1.90498,Escapers Victory (All 10 breached)
43,Line,wedge,20,10,1.52198,Escapers Victory (All 10 breached)
43,Line,wedge,21,10,3.01637,Escapers Victory (All 10 breached)
43,Line,wedge,22,10,1.20189,Escapers Victory (All 10 breached)
43,Line,wedge,23,10,1.79467,Escapers Victory (All 10 breached)
43,Line,wedge,24,10,1.61818,Escapers Victory (All 10 breached)
43,Line,swarm,25,10,2.61451,Escapers Victory (All 10 breached)
43,Line,swarm,26,10,2.48889,Escapers Victory (All 10 breached)
43,Line,swarm,27,10,2.00651,Escapers Victory (All 10 breached)
43,Line,swarm,28,10,2.07958,Escapers Victory (All 10 breached)
43,Line,swarm,29,10,1.09371,Escapers Victory (All 10 breached)
43,Line,swarm,30,10,1.54073,Escapers Victory (All 10 breached)
