Np,Strategy,EscaperType,ScenarioID,Captures,SimTime,Outcome
16,Line,wedge,0,10,0.632978,Partial Breach (7 escaped, 3 captured)
16,Line,wedge,1,10,0.483164,Partial Breach (4 escaped, 6 captured)
16,Line,wedge,2,10,0.61796,Partial Breach (6 escaped, 4 captured)
16,Line,wedge,3,10,0.585015,Partial Breach (7 escaped, 3 captured)
16,Line,wedge,4,10,0.568291,Partial Breach (8 escaped, 2 captured)
16,Line,wedge,5,10,0.526124,Partial Breach (7 escaped, 3 captured)
16,Line,wedge,6,10,0.668217,Partial Breach (6 escaped, 4 captured)
16,Line,wedge,7,10,0.408536,Partial Breach (7 escaped, 3 captured)
16,Line,wedge,8,10,0.450151,Partial Breach (7 escaped, 3 captured)
16,Line,wedge,9,10,0.580366,Partial Breach (7 escaped, 3 captured)
16,Line,wedge,10,10,0.490279,Partial Breach (8 escaped, 2 captured)
16,Line,wedge,11,10,0.516486,Partial Breach (8 escaped, 2 captured)
16,Line,wedge,12,10,0.406571,Partial Breach (6 escaped, 4 captured)
16,Line,wedge,13,10,0.460887,Partial Breach (5 escaped, 5 captured)
16,Line,wedge,14,10,0.681933,Partial Breach (6 escaped, 4 captured)
16,Line,wedge,15,10,0.472219,Partial Breach (9 escaped, 1 captured)
16,Line,wedge,16,10,0.620862,Partial Breach (6 escaped, 4 captured)
16,Line,wedge,17,10,0.489851,Partial Breach (8 escaped, 2 captured)
16,Line,wedge,18,10,0.517631,Partial Breach (8 escaped, 2 captured)
16,Line,wedge,19,10,0.547127,Partial Breach (8 escaped, 2 captured)
16,Line,wedge,20,10,0.421047,Partial Breach (6 escaped, 4 captured)
16,Line,wedge,21,10,0.693903,Partial Breach (7 escaped, 3 captured)
16,Line,wedge,22,10,0.341833,Partial Breach (6 escaped, 4 captured)
16,Line,wedge,23,10,0.501535,Partial Breach (8 escaped, 2 captured)
16,Line,wedge,24,10,0.435851,Partial Breach (5 escaped, 5 captured)
16,Line,swarm,25,10,0.683134,Partial Breach (4 escaped, 6 captured)
16,Line,swarm,26,10,0.634724,Partial Breach (2 escaped, 8 captured)
16,Line,swarm,27,10,0.542879,Partial Breach (8 escaped, 2 captured)
16,Line,swarm,28,10,0.504022,Partial Breach (5 escaped, 5 captured)
16,Line,swarm,29,10,0.274672,Partial Breach (9 escaped, 1 captured)
16,Line,swarm,30,10,0.399281,Partial Breach (6 escaped, 4 captured)
16,Line,swarm,31,10,0.261219,Partial Breach (9 escaped, 1 captured)
16,Line,swarm,32,10,0.516257,Pursuers Victory (All intercepted)
16,Line,swarm,33,10,0.393451,Partial Breach (8 escaped, 2 captured)
16,Line,swarm,34,10,0.15009,Partial Breach (9 escaped, 1 captured)
16,Line,swarm,35,10,0.239917,Escapers Victory (All 10 breached)
16,Line,swarm,36,10,0.586381,Partial Breach (4 escaped, 6 captured)
16,Line,swarm,37,10,0.585646,Partial Breach (6 escaped, 4 captured)
16,Line,swarm,38,10,0.559147,Partial Breach (2 escaped, 8 captured)
16,Line,swarm,39,10,0.716614,Partial Breach (5 escaped, 5 captured)
16,Line,swarm,40,10,0.635373,Partial Breach (3 escaped, 7 captured)
16,Line,swarm,41,10,0.412072,Partial Breach (8 escaped, 2 captured)
16,Line,swarm,42,10,0.533893,Partial Breach (6 escaped, 4 captured)
16,Line,swarm,43,10,0.199959,Partial Breach (9 escaped, 1 captured)
16,Line,swarm,44,10,0.650151,Partial Breach (6 escaped, 4 captured)
16,Line,swarm,45,10,0.631093,Partial Breach (8 escaped, 2 captured)
16,Line,swarm,46,10,0.548745,Partial Breach (4 escaped, 6 captured)
16,Line,swarm,47,10,0.49723,Partial Breach (4 escaped, 6 captured)
16,Line,swarm,48,10,0.555229,Partial Breach (5 escaped, 5 captured)
16,Line,swarm,49,10,0.174541,Partial Breach (8 escaped, 2 captured)
16,Line,stairs,50,10,0.548733,Partial Breach (9 escaped, 1 captured)
16,Line,stairs,51,10,0.42769,Partial Breach (7 escaped, 3 captured)
16,Line,stairs,52,10,0.521395,Partial Breach (7 escaped, 3 captured)
16,Line,stairs,53,10,0.50172,Partial Breach (7 escaped, 3 captured)
16,Line,stairs,54,10,0.569666,Partial Breach (7 escaped, 3 captured)
16,Line,stairs,55,10,0.465759,Partial Breach (8 escaped, 2 captured)
16,Line,stairs,56,10,0.454078,Partial Breach (6 escaped, 4 captured)
