Np,Strategy,EscaperType,ScenarioID,Captures,SimTime,Outcome
19,Line,wedge,0,10,0.574386,Partial Breach (5 escaped, 5 captured)
19,Line,wedge,1,10,0.571859,Partial Breach (5 escaped, 5 captured)
19,Line,wedge,2,10,0.597772,Partial Breach (4 escaped, 6 captured)
19,Line,wedge,3,10,0.59818,Partial Breach (6 escaped, 4 captured)
19,Line,wedge,4,10,0.516358,Partial Breach (6 escaped, 4 captured)
19,Line,wedge,5,10,0.50322,Partial Breach (7 escaped, 3 captured)
19,Line,wedge,6,10,0.604578,Partial Breach (5 escaped, 5 captured)
19,Line,wedge,7,10,0.360761,Partial Breach (2 escaped, 8 captured)
19,Line,wedge,8,10,0.451861,Partial Breach (6 escaped, 4 captured)
19,Line,wedge,9,10,0.603563,Partial Breach (7 escaped, 3 captured)
19,Line,wedge,10,10,0.526015,Partial Breach (7 escaped, 3 captured)
19,Line,wedge,11,10,0.579666,Partial Breach (5 escaped, 5 captured)
19,Line,wedge,12,10,0.37692,Partial Breach (2 escaped, 8 captured)
19,Line,wedge,13,10,0.576083,Partial Breach (7 escaped, 3 captured)
19,Line,wedge,14,10,0.664679,Partial Breach (5 escaped, 5 captured)
19,Line,wedge,15,10,0.503303,Partial Breach (6 escaped, 4 captured)
19,Line,wedge,16,10,0.608088,Partial Breach (5 escaped, 5 captured)
19,Line,wedge,17,10,0.470821,Partial Breach (7 escaped, 3 captured)
19,Line,wedge,18,10,0.547851,Partial Breach (5 escaped, 5 captured)
19,Line,wedge,19,10,0.560692,Partial Breach (4 escaped, 6 captured)
19,Line,wedge,20,10,0.425447,Partial Breach (6 escaped, 4 captured)
19,Line,wedge,21,10,0.749515,Partial Breach (6 escaped, 4 captured)
19,Line,wedge,22,10,0.354066,Partial Breach (7 escaped, 3 captured)
19,Line,wedge,23,10,0.493588,Partial Breach (8 escaped, 2 captured)
19,Line,wedge,24,10,0.54923,Partial Breach (8 escaped, 2 captured)
19,Line,swarm,25,10,0.707351,Partial Breach (5 escaped, 5 captured)
19,Line,swarm,26,10,0.598248,Partial Breach (3 escaped, 7 captured)
19,Line,swarm,27,10,0.567864,Partial Breach (4 escaped, 6 captured)
19,Line,swarm,28,10,0.569421,Partial Breach (6 escaped, 4 captured)
19,Line,swarm,29,10,0.335895,Partial Breach (8 escaped, 2 captured)
19,Line,swarm,30,10,0.458508,Partial Breach (6 escaped, 4 captured)
19,Line,swarm,31,10,0.269083,Partial Breach (9 escaped, 1 captured)
19,Line,swarm,32,10,0.738647,Partial Breach (6 escaped, 4 captured)
19,Line,swarm,33,10,0.400468,Partial Breach (6 escaped, 4 captured)
19,Line,swarm,34,10,0.164991,Partial Breach (9 escaped, 1 captured)
19,Line,swarm,35,10,0.252125,Partial Breach (8 escaped, 2 captured)
19,Line,swarm,36,10,0.563375,Partial Breach (4 escaped, 6 captured)
19,Line,swarm,37,10,0.593561,Partial Breach (4 escaped, 6 captured)
19,Line,swarm,38,10,0.558081,Partial Breach (4 escaped, 6 captured)
19,Line,swarm,39,10,0.722289,Partial Breach (4 escaped, 6 captured)
19,Line,swarm,40,10,0.691859,Partial Breach (4 escaped, 6 captured)
19,Line,swarm,41,10,0.429435,Partial Breach (8 escaped, 2 captured)
19,Line,swarm,42,10,0.597157,Partial Breach (5 escaped, 5 captured)
