Np,Strategy,EscaperType,ScenarioID,Captures,SimTime,Outcome
37,Line,wedge,0,10,0.845175,Partial Breach (4 escaped, 6 captured)
37,Line,wedge,1,10,0.705414,Partial Breach (5 escaped, 5 captured)
37,Line,wedge,2,10,0.682154,Partial Breach (3 escaped, 7 captured)
37,Line,wedge,3,10,0.7712,Partial Breach (7 escaped, 3 captured)
37,Line,wedge,4,10,0.711803,Partial Breach (5 escaped, 5 captured)
37,Line,wedge,5,10,1.07615,Partial Breach (4 escaped, 6 captured)
37,Line,wedge,6,10,0.813192,Partial Breach (3 escaped, 7 captured)
37,Line,wedge,7,10,0.541222,Partial Breach (5 escaped, 5 captured)
37,Line,wedge,8,10,0.58587,Partial Breach (8 escaped, 2 captured)
37,Line,wedge,9,10,0.742012,Partial Breach (2 escaped, 8 captured)
37,Line,wedge,10,10,0.585079,Partial Breach (4 escaped, 6 captured)
37,Line,wedge,11,10,0.708119,Partial Breach (6 escaped, 4 captured)
37,Line,wedge,12,10,0.485475,Partial Breach (5 escaped, 5 captured)
37,Line,wedge,13,10,0.682336,Partial Breach (5 escaped, 5 captured)
37,Line,wedge,14,10,0.869126,Partial Breach (4 escaped, 6 captured)
37,Line,wedge,15,10,0.586518,Partial Breach (5 escaped, 5 captured)
37,Line,wedge,16,10,0.719161,Partial Breach (4 escaped, 6 captured)
37,Line,wedge,17,10,0.678961,Partial Breach (6 escaped, 4 captured)
37,Line,wedge,18,10,0.677028,Partial Breach (6 escaped, 4 captured)
37,Line,wedge,19,10,0.693253,Partial Breach (5 escaped, 5 captured)
37,Line,wedge,20,10,0.531757,Partial Breach (3 escaped, 7 captured)
37,Line,wedge,21,10,0.797639,Partial Breach (3 escaped, 7 captured)
37,Line,wedge,22,10,0.461669,Partial Breach (5 escaped, 5 captured)
37,Line,wedge,23,10,0.648685,Partial Breach (3 escaped, 7 captured)
37,Line,wedge,24,10,0.641875,Partial Breach (6 escaped, 4 captured)
37,Line,swarm,25,10,0.893459,Partial Breach (3 escaped, 7 captured)
37,Line,swarm,26,10,0.599728,Pursuers Victory (All intercepted)
37,Line,swarm,27,10,0.654481,Partial Breach (3 escaped, 7 captured)
37,Line,swarm,28,10,0.643001,Partial Breach (1 escaped, 9 captured)
37,Line,swarm,29,10,0.381996,Partial Breach (8 escaped, 2 captured)
37,Line,swarm,30,10,0.498112,Partial Breach (2 escaped, 8 captured)
37,Line,swarm,31,10,0.313181,Partial Breach (9 escaped, 1 captured)
37,Line,swarm,32,10,0.834342,Partial Breach (1 escaped, 9 captured)
37,Line,swarm,33,10,0.500101,Partial Breach (2 escaped, 8 captured)
37,Line,swarm,34,10,0.199466,Partial Breach (8 escaped, 2 captured)
37,Line,swarm,35,10,0.308939,Partial Breach (9 escaped, 1 captured)
37,Line,swarm,36,10,0.768016,Partial Breach (1 escaped, 9 captured)
37,Line,swarm,37,10,0.667048,Pursuers Victory (All intercepted)
37,Line,swarm,38,10,0.685891,Partial Breach (1 escaped, 9 captured)
37,Line,swarm,39,10,0.8202,Partial Breach (2 escaped, 8 captured)
37,Line,swarm,40,10,0.737354,Partial Breach (1 escaped, 9 captured)
37,Line,swarm,41,10,0.54056,Partial Breach (6 escaped, 4 captured)
37,Line,swarm,42,10,0.755228,Partial Breach (4 escaped, 6 captured)
37,Line,swarm,43,10,0.281763,Partial Breach (9 escaped, 1 captured)
37,Line,swarm,44,10,0.83167,Partial Breach (2 escaped, 8 captured)
37,Line,swarm,45,10,0.795757,Partial Breach (4 escaped, 6 captured)
37,Line,swarm,46,10,0.570222,Pursuers Victory (All intercepted)
37,Line,swarm,47,10,0.716267,Partial Breach (2 escaped, 8 captured)
37,Line,swarm,48,10,0.760515,Partial Breach (1 escaped, 9 captured)
37,Line,swarm,49,10,0.233885,Partial Breach (6 escaped, 4 captured)
37,Line,stairs,50,10,0.611894,Partial Breach (5 escaped, 5 captured)
37,Line,stairs,51,10,0.557557,Partial Breach (4 escaped, 6 captured)
37,Line,stairs,52,10,0.714064,Partial Breach (7 escaped, 3 captured)
37,Line,stairs,53,10,0.54173,Partial Breach (4 escaped, 6 captured)
37,Line,stairs,54,10,0.530424,Partial Breach (4 escaped, 6 captured)
37,Line,stairs,55,10,0.451796,Partial Breach (4 escaped, 6 captured)
37,Line,stairs,56,10,0.47,Partial Breach (3 escaped, 7 captured)
37,Line,stairs,57,10,0.988839,Partial Breach (3 escaped, 7 captured)
37,Line,stairs,58,10,0.689147,Partial Breach (7 escaped, 3 captured)
37,Line,stairs,59,10,0.603936,Partial Breach (6 escaped, 4 captured)
37,Line,stairs,60,10,0.476743,Partial Breach (5 escaped, 5 captured)
37,Line,stairs,61,10,0.540959,Partial Breach (5 escaped, 5 captured)
37,Line,stairs,62,10,0.558206,Partial Breach (5 escaped, 5 captured)
37,Line,stairs,63,10,0.630657,Partial Breach (5 escaped, 5 captured)
37,Line,stairs,64,10,0.591049,Partial Breach (5 escaped, 5 captured)
37,Line,stairs,65,10,0.623096,Partial Breach (6 escaped, 4 captured)
37,Line,stairs,66,10,0.547556,Partial Breach (4 escaped, 6 captured)
37,Line,stairs,67,10,0.537594,Partial Breach (5 escaped, 5 captured)
37,Line,stairs,68,10,0.61243,Partial Breach (4 escaped, 6 captured)
37,Line,stairs,69,10,0.70251,Partial Breach (7 escaped, 3 captured)
37,Line,stairs,70,10,0.576558,Partial Breach (5 escaped, 5 captured)
37,Line,stairs,71,10,0.618286,Partial Breach (5 escaped, 5 captured)
37,Line,stairs,72,10,0.586298,Partial Breach (6 escaped, 4 captured)
37,Line,stairs,73,10,0.598521,Partial Breach (5 escaped, 5 captured)
37,Line,stairs,74,10,0.616218,Partial Breach (7 escaped, 3 captured)
37,Line,random,75,10,0.604681,Partial Breach (5 escaped, 5 captured)
37,Line,random,76,10,0.402017,Partial Breach (5 escaped, 5 captured)
37,Line,random,77,10,0.510709,Partial Breach (3 escaped, 7 captured)
37,Line,random,78,10,0.450415,Partial Breach (4 escaped, 6 captured)
37,Line,random,79,10,0.511901,Partial Breach (3 escaped, 7 captured)
37,Line,random,80,10,0.551497,Partial Breach (6 escaped, 4 captured)
37,Line,random,81,10,0.629279,Partial Breach (4 escaped, 6 captured)
37,Line,random,82,10,0.615838,Partial Breach (3 escaped, 7 captured)
37,Line,random,83,10,0.566107,Partial Breach (4 escaped, 6 captured)
37,Line,random,84,10,0.726527,Partial Breach (1 escaped, 9 captured)
37,Line,random,85,10,0.532767,Partial Breach (4 escaped, 6 captured)
37,Line,random,86,10,0.47628,Partial Breach (8 escaped, 2 captured)
37,Line,random,87,10,0.568786,Partial Breach (4 escaped, 6 captured)
37,Line,random,88,10,0.556107,Partial Breach (5 escaped, 5 captured)
37,Line,random,89,10,0.543535,Partial Breach (3 escaped, 7 captured)
37,Line,random,90,10,0.655914,Partial Breach (4 escaped, 6 captured)
37,Line,random,91,10,0.62491,Partial Breach (5 escaped, 5 captured)
37,Line,random,92,10,0.565503,Partial Breach (3 escaped, 7 captured)
37,Line,random,93,10,0.676674,Partial Breach (5 escaped, 5 captured)
