Np,Strategy,EscaperType,ScenarioID,Captures,SimTime,Outcome
90,Line,wedge,0,10,3.08441,Escapers Victory (All 10 breached)
90,Line,wedge,1,10,2.67034,Escapers Victory (All 10 breached)
90,Line,wedge,2,10,3.47871,Escapers Victory (All 10 breached)
90,Line,wedge,3,10,2.98839,Escapers Victory (All 10 breached)
90,Line,wedge,4,10,2.85198,Escapers Victory (All 10 breached)
90,Line,wedge,5,10,2.71128,Escapers Victory (All 10 breached)
90,Line,wedge,6,10,3.24121,Escapers Victory (All 10 breached)
90,Line,wedge,7,10,2.19044,Escapers Victory (All 10 breached)
90,Line,wedge,8,10,2.3917,Escapers Victory (All 10 breached)
90,Line,wedge,9,10,3.19816,Escapers Victory (All 10 breached)
90,Line,wedge,10,10,2.43203,Escapers Victory (All 10 breached)
90,Line,wedge,11,10,2.71788,Escapers Victory (All 10 breached)
90,Line,wedge,12,10,2.23774,Escapers Victory (All 10 breached)
90,Line,wedge,13,10,2.85269,Escapers Victory (All 10 breached)
90,Line,wedge,14,10,3.5071,Escapers Victory (All 10 breached)
90,Line,wedge,15,10,2.77248,Escapers Victory (All 10 breached)
90,Line,wedge,16,10,3.34767,Escapers Victory (All 10 breached)
90,Line,wedge,17,10,2.45925,Escapers Victory (All 10 breached)
90,Line,wedge,18,10,2.88817,Escapers Victory (All 10 breached)
90,Line,wedge,19,10,2.8607,Escapers Victory (All 10 breached)
90,Line,wedge,20,10,2.40957,Escapers Victory (All 10 breached)
90,Line,wedge,21,10,3.73199,Escapers Victory (All 10 breached)
90,Line,wedge,22,10,2.10609,Escapers Victory (All 10 breached)
90,Line,wedge,23,10,2.55065,Escapers Victory (All 10 breached)
90,Line,wedge,24,10,2.80824,Escapers Victory (All 10 breached)
90,Line,swarm,25,10,3.39625,Escapers Victory (All 10 breached)
90,Line,swarm,26,10,3.15969,Escapers Victory (All 10 breached)
90,Line,swarm,27,10,2.55434,Escapers Victory (All 10 breached)
90,Line,swarm,28,10,2.58406,Escapers Victory (All 10 breached)
90,Line,swarm,29,10,1.50513,Escapers Victory (All 10 breached)
90,Line,swarm,30,10,1.94785,Escapers Victory (All 10 breached)
90,Line,swarm,31,10,1.17887,Escapers Victory (All 10 breached)
90,Line,swarm,32,10,3.37296,Escapers Victory (All 10 breached)
90,Line,swarm,33,10,1.95929,Escapers Victory (All 10 breached)
90,Line,swarm,34,10,0.873924,Escapers Victory (All 10 breached)
90,Line,swarm,35,10,1.24245,Escapers Victory (All 10 breached)
90,Line,swarm,36,10,3.17936,Escapers Victory (All 10 breached)
90,Line,swarm,37,10,3.07723,Escapers Victory (All 10 breached)
90,Line,swarm,38,10,3.52683,Escapers Victory (All 10 breached)
90,Line,swarm,39,10,3.56637,Escapers Victory (All 10 breached)
90,Line,swarm,40,10,3.46047,Escapers Victory (All 10 breached)
90,Line,swarm,41,10,1.78024,Escapers Victory (All 10 breached)
90,Line,swarm,42,10,2.58742,Escapers Victory (All 10 breached)
90,Line,swarm,43,10,1.01221,Escapers Victory (All 10 breached)
90,Line,swarm,44,10,3.30185,Escapers Victory (All 10 breached)
90,Line,swarm,45,10,2.90575,Escapers Victory (All 10 breached)
90,Line,swarm,46,10,2.97813,Escapers Victory (All 10 breached)
90,Line,swarm,47,10,2.90389,Escapers Victory (All 10 breached)
90,Line,swarm,48,10,2.73304,Escapers Victory (All 10 breached)
90,Line,swarm,49,10,0.846589,Escapers Victory (All 10 breached)
90,Line,stairs,50,10,3.72578,Escapers Victory (All 10 breached)
90,Line,stairs,51,10,3.36511,Escapers Victory (All 10 breached)
90,Line,stairs,52,10,3.426,Escapers Victory (All 10 breached)
90,Line,stairs,53,10,3.29702,Escapers Victory (All 10 breached)
90,Line,stairs,54,10,3.24493,Escapers Victory (All 10 breached)
90,Line,stairs,55,10,4.50711,Escapers Victory (All 10 breached)
90,Line,stairs,56,10,3.43104,Escapers Victory (All 10 breached)
90,Line,stairs,57,10,3.3202,Escapers Victory (All 10 breached)
90,Line,stairs,58,10,3.23662,Escapers Victory (All 10 breached)
90,Line,stairs,59,10,3.75131,Escapers Victory (All 10 breached)
90,Line,stairs,60,10,3.11965,Escapers Victory (All 10 breached)
90,Line,stairs,61,10,3.00104,Escapers Victory (All 10 breached)
90,Line,stairs,62,10,3.13273,Escapers Victory (All 10 breached)
90,Line,stairs,63,10,2.80191,Escapers Victory (All 10 breached)
90,Line,stairs,64,10,3.17926,Escapers Victory (All 10 breached)
90,Line,stairs,65,10,3.30684,Escapers Victory (All 10 breached)
90,Line,stairs,66,10,3.35196,Escapers Victory (All 10 breached)
90,Line,stairs,67,10,3.2501,Partial Breach (9 escaped, 1 captured)
90,Line,stairs,68,10,3.17604,Escapers Victory (All 10 breached)
90,Line,stairs,69,10,3.11348,Escapers Victory (All 10 breached)
90,Line,stairs,70,10,3.61151,Escapers Victory (All 10 breached)
90,Line,stairs,71,10,3.32368,Escapers Victory (All 10 breached)
90,Line,stairs,72,10,3.17898,Escapers Victory (All 10 breached)
90,Line,stairs,73,10,3.03744,Escapers Victory (All 10 breached)
90,Line,stairs,74,10,3.15584,Escapers Victory (All 10 breached)
90,Line,random,75,10,3.35018,Escapers Victory (All 10 breached)
90,Line,random,76,10,3.36732,Escapers Victory (All 10 breached)
90,Line,random,77,10,2.93447,Escapers Victory (All 10 breached)
90,Line,random,78,10,2.92756,Escapers Victory (All 10 breached)
90,Line,random,79,10,2.74628,Escapers Victory (All 10 breached)
90,Line,random,80,10,3.4058,Escapers Victory (All 10 breached)
90,Line,random,81,10,3.41929,Escapers Victory (All 10 breached)
90,Line,random,82,10,3.43593,Escapers Victory (All 10 breached)
90,Line,random,83,10,3.08203,Escapers Victory (All 10 breached)
90,Line,random,84,10,3.4486,Escapers Victory (All 10 breached)
90,Line,random,85,10,3.41316,Escapers Victory (All 10 breached)
90,Line,random,86,10,3.15147,Escapers Victory (All 10 breached)
90,Line,random,87,10,3.19653,Escapers Victory (All 10 breached)
90,Line,random,88,10,2.88727,Escapers Victory (All 10 breached)
90,Line,random,89,10,3.35253,Escapers Victory (All 10 breached)
90,Line,random,90,10,4.19076,Escapers Victory (All 10 breached)
90,Line,random,91,10,3.77662,Escapers Victory (All 10 breached)
90,Line,random,92,10,3.65668,Escapers Victory (All 10 breached)
90,Line,random,93,10,3.57317,Escapers Victory (All 10 breached)
90,Line,random,94,10,3.57665,Escapers Victory (All 10 breached)
90,Line,random,95,10,3.52875,Escapers Victory (All 10 breached)
90,Line,random,96,10,3.4689,Escapers Victory (All 10 breached)
90,Line,random,97,10,3.21131,Escapers Victory (All 10 breached)
90,Line,random,98,10,3.53303,Escapers Victory (All 10 breached)
90,Line,random,99,10,3.49264,Escapers Victory (All 10 breached)
90,Chess,wedge,0,10,3.45287,Escapers Victory (All 10 breached)
90,Chess,wedge,1,10,3.01915,Escapers Victory (All 10 breached)
90,Chess,wedge,2,10,3.63575,Escapers Victory (All 10 breached)
90,Chess,wedge,3,10,3.86478,Escapers Victory (All 10 breached)
90,Chess,wedge,4,10,3.06816,Escapers Victory (All 10 breached)
90,Chess,wedge,5,10,2.7894,Partial Breach (8 escaped, 2 captured)
90,Chess,wedge,6,10,3.51849,Escapers Victory (All 10 breached)
90,Chess,wedge,7,10,2.55379,Escapers Victory (All 10 breached)
90,Chess,wedge,8,10,2.54701,Partial Breach (9 escaped, 1 captured)
90,Chess,wedge,9,10,3.33596,Escapers Victory (All 10 breached)
90,Chess,wedge,10,10,2.64666,Escapers Victory (All 10 breached)
90,Chess,wedge,11,10,2.92883,Escapers Victory (All 10 breached)
90,Chess,wedge,12,10,2.5174,Escapers Victory (All 10 breached)
90,Chess,wedge,13,10,3.07223,Escapers Victory (All 10 breached)
90,Chess,wedge,14,10,3.73561,Escapers Victory (All 10 breached)
90,Chess,wedge,15,10,2.83499,Escapers Victory (All 10 breached)
90,Chess,wedge,16,10,3.5617,Escapers Victory (All 10 breached)
90,Chess,wedge,17,10,2.59334,Escapers Victory (All 10 breached)
90,Chess,wedge,18,10,2.84139,Escapers Victory (All 10 breached)
90,Chess,wedge,19,10,2.89012,Escapers Victory (All 10 breached)
90,Chess,wedge,20,10,2.55215,Escapers Victory (All 10 breached)
90,Chess,wedge,21,10,3.77237,Escapers Victory (All 10 breached)
90,Chess,wedge,22,10,2.31453,Escapers Victory (All 10 breached)
90,Chess,wedge,23,10,3.04063,Escapers Victory (All 10 breached)
90,Chess,wedge,24,10,2.63543,Escapers Victory (All 10 breached)
90,Chess,swarm,25,10,3.73024,Escapers Victory (All 10 breached)
90,Chess,swarm,26,10,3.50215,Escapers Victory (All 10 breached)
90,Chess,swarm,27,10,2.77164,Escapers Victory (All 10 breached)
90,Chess,swarm,28,10,2.88809,Escapers Victory (All 10 breached)
90,Chess,swarm,29,10,1.64034,Escapers Victory (All 10 breached)
90,Chess,swarm,30,10,2.02217,Escapers Victory (All 10 breached)
90,Chess,swarm,31,10,1.23888,Escapers Victory (All 10 breached)
90,Chess,swarm,32,10,3.8213,Partial Breach (9 escaped, 1 captured)
90,Chess,swarm,33,10,2.23526,Escapers Victory (All 10 breached)
90,Chess,swarm,34,10,0.967147,Escapers Victory (All 10 breached)
90,Chess,swarm,35,10,1.17248,Escapers Victory (All 10 breached)
90,Chess,swarm,36,10,3.48105,Escapers Victory (All 10 breached)
90,Chess,swarm,37,10,3.30641,Escapers Victory (All 10 breached)
90,Chess,swarm,38,10,3.16913,Escapers Victory (All 10 breached)
90,Chess,swarm,39,10,3.665,Escapers Victory (All 10 breached)
90,Chess,swarm,40,10,3.86605,Escapers Victory (All 10 breached)
90,Chess,swarm,41,10,1.68917,Escapers Victory (All 10 breached)
90,Chess,swarm,42,10,2.8044,Escapers Victory (All 10 breached)
90,Chess,swarm,43,10,1.10857,Escapers Victory (All 10 breached)
90,Chess,swarm,44,10,3.45968,Escapers Victory (All 10 breached)
90,Chess,swarm,45,10,3.07293,Escapers Victory (All 10 breached)
90,Chess,swarm,46,10,3.13634,Escapers Victory (All 10 breached)
90,Chess,swarm,47,10,3.11099,Escapers Victory (All 10 breached)
90,Chess,swarm,48,10,2.95636,Escapers Victory (All 10 breached)
90,Chess,swarm,49,10,1.00817,Escapers Victory (All 10 breached)
90,Chess,stairs,50,10,3.56004,Escapers Victory (All 10 breached)
90,Chess,stairs,51,10,3.40233,Escapers Victory (All 10 breached)
90,Chess,stairs,52,10,3.46646,Escapers Victory (All 10 breached)
90,Chess,stairs,53,10,3.45977,Partial Breach (8 escaped, 2 captured)
90,Chess,stairs,54,10,3.59043,Escapers Victory (All 10 breached)
90,Chess,stairs,55,10,3.47554,Escapers Victory (All 10 breached)
90,Chess,stairs,56,10,3.39094,Escapers Victory (All 10 breached)
90,Chess,stairs,57,10,3.439,Escapers Victory (All 10 breached)
90,Chess,stairs,58,10,3.52671,Escapers Victory (All 10 breached)
