Np,Strategy,EscaperType,ScenarioID,Captures,SimTime,Outcome
25,Line,wedge,0,10,0.577398,Partial Breach (3 escaped, 7 captured)
25,Line,wedge,1,10,0.52104,Partial Breach (3 escaped, 7 captured)
25,Line,wedge,2,10,0.553639,Partial Breach (1 escaped, 9 captured)
25,Line,wedge,3,10,0.464616,Partial Breach (1 escaped, 9 captured)
25,Line,wedge,4,10,0.493181,Partial Breach (2 escaped, 8 captured)
25,Line,wedge,5,10,0.470604,Partial Breach (2 escaped, 8 captured)
25,Line,wedge,6,10,0.590947,Partial Breach (3 escaped, 7 captured)
25,Line,wedge,7,10,0.425851,Partial Breach (4 escaped, 6 captured)
25,Line,wedge,8,10,0.475697,Partial Breach (4 escaped, 6 captured)
25,Line,wedge,9,10,0.556177,Partial Breach (1 escaped, 9 captured)
25,Line,wedge,10,10,0.376979,Partial Breach (1 escaped, 9 captured)
25,Line,wedge,11,10,0.442456,Partial Breach (1 escaped, 9 captured)
25,Line,wedge,12,10,0.427244,Partial Breach (4 escaped, 6 captured)
25,Line,wedge,13,10,0.496227,Partial Breach (3 escaped, 7 captured)
25,Line,wedge,14,10,0.568585,Partial Breach (1 escaped, 9 captured)
25,Line,wedge,15,10,0.524367,Partial Breach (5 escaped, 5 captured)
25,Line,wedge,16,10,0.599346,Partial Breach (1 escaped, 9 captured)
25,Line,wedge,17,10,0.415284,Partial Breach (2 escaped, 8 captured)
25,Line,wedge,18,10,0.478295,Partial Breach (1 escaped, 9 captured)
25,Line,wedge,19,10,0.511901,Partial Breach (1 escaped, 9 captured)
25,Line,wedge,20,10,0.403963,Partial Breach (3 escaped, 7 captured)
25,Line,wedge,21,10,0.616623,Partial Breach (1 escaped, 9 captured)
25,Line,wedge,22,10,0.373623,Partial Breach (3 escaped, 7 captured)
25,Line,wedge,23,10,0.367946,Pursuers Victory (All intercepted)
25,Line,wedge,24,10,0.395369,Partial Breach (1 escaped, 9 captured)
25,Line,swarm,25,10,0.469982,Pursuers Victory (All intercepted)
25,Line,swarm,26,10,0.478378,Pursuers Victory (All intercepted)
25,Line,swarm,27,10,0.412225,Pursuers Victory (All intercepted)
25,Line,swarm,28,10,0.394776,Pursuers Victory (All intercepted)
25,Line,swarm,29,10,0.292131,Partial Breach (3 escaped, 7 captured)
25,Line,swarm,30,10,0.319067,Pursuers Victory (All intercepted)
25,Line,swarm,31,10,0.23203,Partial Breach (5 escaped, 5 captured)
25,Line,swarm,32,10,0.545396,Pursuers Victory (All intercepted)
25,Line,swarm,33,10,0.324254,Pursuers Victory (All intercepted)
25,Line,swarm,34,10,0.17204,Partial Breach (9 escaped, 1 captured)
25,Line,swarm,35,10,0.228289,Partial Breach (3 escaped, 7 captured)
25,Line,swarm,36,10,0.434376,Pursuers Victory (All intercepted)
25,Line,swarm,37,10,0.437934,Pursuers Victory (All intercepted)
25,Line,swarm,38,10,0.376218,Pursuers Victory (All intercepted)
25,Line,swarm,39,10,0.414191,Pursuers Victory (All intercepted)
25,Line,swarm,40,10,0.459517,Pursuers Victory (All intercepted)
25,Line,swarm,41,10,0.349797,Pursuers Victory (All intercepted)
25,Line,swarm,42,10,0.387751,Pursuers Victory (All intercepted)
25,Line,swarm,43,10,0.237749,Partial Breach (7 escaped, 3 captured)
25,Line,swarm,44,10,0.439444,Pursuers Victory (All intercepted)
25,Line,swarm,45,10,0.442047,Pursuers Victory (All intercepted)
25,Line,swarm,46,10,0.3769,Pursuers Victory (All intercepted)
25,Line,swarm,47,10,0.445497,Pursuers Victory (All intercepted)
25,Line,swarm,48,10,0.401734,Pursuers Victory (All intercepted)
25,Line,swarm,49,10,0.20707,Partial Breach (9 escaped, 1 captured)
25,Line,stairs,50,10,0.363882,Partial Breach (1 escaped, 9 captured)
25,Line,stairs,51,10,0.288463,Partial Breach (1 escaped, 9 captured)
25,Line,stairs,52,10,0.398173,Partial Breach (2 escaped, 8 captured)
25,Line,stairs,53,10,0.395928,Partial Breach (1 escaped, 9 captured)
25,Line,stairs,54,10,0.341578,Partial Breach (1 escaped, 9 captured)
25,Line,stairs,55,10,0.385777,Partial Breach (3 escaped, 7 captured)
25,Line,stairs,56,10,0.347055,Partial Breach (2 escaped, 8 captured)
25,Line,stairs,57,10,0.387984,Partial Breach (1 escaped, 9 captured)
25,Line,stairs,58,10,0.339351,Partial Breach (1 escaped, 9 captured)
25,Line,stairs,59,10,0.361613,Partial Breach (2 escaped, 8 captured)
