Np,Strategy,EscaperType,ScenarioID,Captures,SimTime,Outcome
18,Line,wedge,0,10,0.655689,Partial Breach (7 escaped, 3 captured)
18,Line,wedge,1,10,0.488076,Partial Breach (4 escaped, 6 captured)
18,Line,wedge,2,10,0.587314,Partial Breach (5 escaped, 5 captured)
18,Line,wedge,3,10,0.551371,Partial Breach (5 escaped, 5 captured)
18,Line,wedge,4,10,0.582653,Partial Breach (8 escaped, 2 captured)
18,Line,wedge,5,10,0.522364,Partial Breach (8 escaped, 2 captured)
18,Line,wedge,6,10,0.668342,Partial Breach (8 escaped, 2 captured)
18,Line,wedge,7,10,0.424703,Partial Breach (7 escaped, 3 captured)
18,Line,wedge,8,10,0.451306,Partial Breach (8 escaped, 2 captured)
18,Line,wedge,9,10,0.606598,Partial Breach (6 escaped, 4 captured)
18,Line,wedge,10,10,0.50973,Partial Breach (6 escaped, 4 captured)
18,Line,wedge,11,10,0.553338,Partial Breach (5 escaped, 5 captured)
18,Line,wedge,12,10,0.446612,Partial Breach (8 escaped, 2 captured)
18,Line,wedge,13,10,0.468092,Partial Breach (5 escaped, 5 captured)
18,Line,wedge,14,10,0.703136,Partial Breach (7 escaped, 3 captured)
18,Line,wedge,15,10,0.476457,Partial Breach (5 escaped, 5 captured)
18,Line,wedge,16,10,0.592073,Partial Breach (5 escaped, 5 captured)
18,Line,wedge,17,10,0.47861,Partial Breach (8 escaped, 2 captured)
18,Line,wedge,18,10,0.553381,Partial Breach (8 escaped, 2 captured)
18,Line,wedge,19,10,0.567606,Partial Breach (7 escaped, 3 captured)
18,Line,wedge,20,10,0.501272,Partial Breach (9 escaped, 1 captured)
18,Line,wedge,21,10,0.75391,Partial Breach (6 escaped, 4 captured)
18,Line,wedge,22,10,0.359329,Partial Breach (7 escaped, 3 captured)
18,Line,wedge,23,10,0.460839,Partial Breach (5 escaped, 5 captured)
18,Line,wedge,24,10,0.492525,Partial Breach (5 escaped, 5 captured)
18,Line,swarm,25,10,0.666005,Partial Breach (1 escaped, 9 captured)
18,Line,swarm,26,10,0.640442,Partial Breach (7 escaped, 3 captured)
18,Line,swarm,27,10,0.490116,Partial Breach (3 escaped, 7 captured)
18,Line,swarm,28,10,0.546247,Partial Breach (4 escaped, 6 captured)
18,Line,swarm,29,10,0.299218,Escapers Victory (All 10 breached)
18,Line,swarm,30,10,0.399237,Partial Breach (6 escaped, 4 captured)
18,Line,swarm,31,10,0.245939,Escapers Victory (All 10 breached)
18,Line,swarm,32,10,0.58856,Partial Breach (2 escaped, 8 captured)
18,Line,swarm,33,10,0.405935,Partial Breach (6 escaped, 4 captured)
18,Line,swarm,34,10,0.163893,Escapers Victory (All 10 breached)
18,Line,swarm,35,10,0.258922,Partial Breach (8 escaped, 2 captured)
18,Line,swarm,36,10,0.676876,Partial Breach (5 escaped, 5 captured)
18,Line,swarm,37,10,0.559514,Partial Breach (4 escaped, 6 captured)
18,Line,swarm,38,10,0.627043,Partial Breach (6 escaped, 4 captured)
18,Line,swarm,39,10,0.649906,Partial Breach (3 escaped, 7 captured)
18,Line,swarm,40,10,0.591821,Partial Breach (2 escaped, 8 captured)
18,Line,swarm,41,10,0.400525,Partial Breach (9 escaped, 1 captured)
18,Line,swarm,42,10,0.610387,Partial Breach (7 escaped, 3 captured)
18,Line,swarm,43,10,0.206768,Escapers Victory (All 10 breached)
18,Line,swarm,44,10,0.603805,Partial Breach (3 escaped, 7 captured)
18,Line,swarm,45,10,0.635188,Partial Breach (6 escaped, 4 captured)
