Np,Strategy,EscaperType,ScenarioID,Captures,SimTime,Outcome
33,Line,wedge,0,10,0.700929,Partial Breach (3 escaped, 7 captured)
33,Line,wedge,1,10,0.580111,Partial Breach (5 escaped, 5 captured)
33,Line,wedge,2,10,0.801105,Partial Breach (3 escaped, 7 captured)
33,Line,wedge,3,10,0.658279,Partial Breach (5 escaped, 5 captured)
33,Line,wedge,4,10,0.555413,Partial Breach (2 escaped, 8 captured)
33,Line,wedge,5,10,0.604054,Partial Breach (6 escaped, 4 captured)
33,Line,wedge,6,10,0.768988,Partial Breach (5 escaped, 5 captured)
33,Line,wedge,7,10,0.474687,Partial Breach (3 escaped, 7 captured)
33,Line,wedge,8,10,0.518501,Partial Breach (4 escaped, 6 captured)
33,Line,wedge,9,10,0.788342,Partial Breach (7 escaped, 3 captured)
33,Line,wedge,10,10,0.613788,Partial Breach (6 escaped, 4 captured)
33,Line,wedge,11,10,0.677362,Partial Breach (5 escaped, 5 captured)
33,Line,wedge,12,10,0.459283,Partial Breach (3 escaped, 7 captured)
33,Line,wedge,13,10,0.7014,Partial Breach (7 escaped, 3 captured)
33,Line,wedge,14,10,0.790268,Partial Breach (5 escaped, 5 captured)
33,Line,wedge,15,10,0.603574,Partial Breach (7 escaped, 3 captured)
33,Line,wedge,16,10,0.711787,Partial Breach (2 escaped, 8 captured)
33,Line,wedge,17,10,0.561452,Partial Breach (5 escaped, 5 captured)
33,Line,wedge,18,10,0.702274,Partial Breach (5 escaped, 5 captured)
33,Line,wedge,19,10,0.576829,Partial Breach (3 escaped, 7 captured)
33,Line,wedge,20,10,0.496331,Partial Breach (3 escaped, 7 captured)
33,Line,wedge,21,10,0.893671,Partial Breach (4 escaped, 6 captured)
33,Line,wedge,22,10,0.45678,Partial Breach (5 escaped, 5 captured)
33,Line,wedge,23,10,0.539988,Partial Breach (5 escaped, 5 captured)
33,Line,wedge,24,10,0.578357,Partial Breach (5 escaped, 5 captured)
33,Line,swarm,25,10,0.757146,Pursuers Victory (All intercepted)
33,Line,swarm,26,10,0.556828,Pursuers Victory (All intercepted)
33,Line,swarm,27,10,0.675325,Partial Breach (4 escaped, 6 captured)
33,Line,swarm,28,10,0.652555,Partial Breach (1 escaped, 9 captured)
