Np,Strategy,EscaperType,ScenarioID,Captures,SimTime,Outcome
21,Line,wedge,0,10,0.479463,Partial Breach (1 escaped, 9 captured)
21,Line,wedge,1,10,0.438899,Partial Breach (2 escaped, 8 captured)
21,Line,wedge,2,10,0.464681,Partial Breach (1 escaped, 9 captured)
21,Line,wedge,3,10,0.449785,Partial Breach (2 escaped, 8 captured)
21,Line,wedge,4,10,0.414246,Partial Breach (1 escaped, 9 captured)
21,Line,wedge,5,10,0.361332,Pursuers Victory (All intercepted)
21,Line,wedge,6,10,0.476455,Partial Breach (1 escaped, 9 captured)
21,Line,wedge,7,10,0.380981,Partial Breach (3 escaped, 7 captured)
21,Line,wedge,8,10,0.370663,Partial Breach (1 escaped, 9 captured)
21,Line,wedge,9,10,0.474453,Partial Breach (1 escaped, 9 captured)
21,Line,wedge,10,10,0.415999,Partial Breach (3 escaped, 7 captured)
21,Line,wedge,11,10,0.382593,Partial Breach (1 escaped, 9 captured)
21,Line,wedge,12,10,0.410445,Partial Breach (3 escaped, 7 captured)
21,Line,wedge,13,10,0.444405,Partial Breach (2 escaped, 8 captured)
21,Line,wedge,14,10,0.419011,Pursuers Victory (All intercepted)
21,Line,wedge,15,10,0.423636,Partial Breach (3 escaped, 7 captured)
21,Line,wedge,16,10,0.487087,Partial Breach (1 escaped, 9 captured)
21,Line,wedge,17,10,0.402157,Partial Breach (3 escaped, 7 captured)
21,Line,wedge,18,10,0.434552,Partial Breach (1 escaped, 9 captured)
21,Line,wedge,19,10,0.388149,Partial Breach (1 escaped, 9 captured)
21,Line,wedge,20,10,0.371993,Partial Breach (2 escaped, 8 captured)
21,Line,wedge,21,10,0.539861,Pursuers Victory (All intercepted)
21,Line,wedge,22,10,0.31009,Partial Breach (2 escaped, 8 captured)
21,Line,wedge,23,10,0.418271,Partial Breach (3 escaped, 7 captured)
21,Line,wedge,24,10,0.414678,Partial Breach (3 escaped, 7 captured)
21,Line,swarm,25,10,0.471496,Pursuers Victory (All intercepted)
21,Line,swarm,26,10,0.489098,Pursuers Victory (All intercepted)
21,Line,swarm,27,10,0.4366,Partial Breach (1 escaped, 9 captured)
21,Line,swarm,28,10,0.41483,Pursuers Victory (All intercepted)
21,Line,swarm,29,10,0.252261,Partial Breach (4 escaped, 6 captured)
21,Line,swarm,30,10,0.315203,Pursuers Victory (All intercepted)
21,Line,swarm,31,10,0.250463,Partial Breach (6 escaped, 4 captured)
21,Line,swarm,32,10,0.488402,Pursuers Victory (All intercepted)
21,Line,swarm,33,10,0.317775,Partial Breach (1 escaped, 9 captured)
21,Line,swarm,34,10,0.166047,Partial Breach (9 escaped, 1 captured)
21,Line,swarm,35,10,0.23102,Partial Breach (3 escaped, 7 captured)
21,Line,swarm,36,10,0.399064,Pursuers Victory (All intercepted)
21,Line,swarm,37,10,0.446878,Pursuers Victory (All intercepted)
21,Line,swarm,38,10,0.36794,Pursuers Victory (All intercepted)
21,Line,swarm,39,10,0.446981,Pursuers Victory (All intercepted)
21,Line,swarm,40,10,0.441043,Pursuers Victory (All intercepted)
21,Line,swarm,41,10,0.297694,Partial Breach (1 escaped, 9 captured)
21,Line,swarm,42,10,0.398804,Partial Breach (1 escaped, 9 captured)
21,Line,swarm,43,10,0.206063,Partial Breach (7 escaped, 3 captured)
21,Line,swarm,44,10,0.411577,Pursuers Victory (All intercepted)
21,Line,swarm,45,10,0.458939,Pursuers Victory (All intercepted)
21,Line,swarm,46,10,0.408727,Pursuers Victory (All intercepted)
21,Line,swarm,47,10,0.454584,Pursuers Victory (All intercepted)
21,Line,swarm,48,10,0.395683,Pursuers Victory (All intercepted)
21,Line,swarm,49,10,0.210369,Partial Breach (9 escaped, 1 captured)
21,Line,stairs,50,10,0.351879,Partial Breach (1 escaped, 9 captured)
21,Line,stairs,51,10,0.350082,Partial Breach (1 escaped, 9 captured)
21,Line,stairs,52,10,0.356216,Partial Breach (2 escaped, 8 captured)
21,Line,stairs,53,10,0.357858,Partial Breach (1 escaped, 9 captured)
21,Line,stairs,54,10,0.305363,Partial Breach (1 escaped, 9 captured)
21,Line,stairs,55,10,0.306607,Partial Breach (3 escaped, 7 captured)
21,Line,stairs,56,10,0.337869,Partial Breach (3 escaped, 7 captured)
21,Line,stairs,57,10,0.322586,Partial Breach (1 escaped, 9 captured)
21,Line,stairs,58,10,0.359312,Partial Breach (2 escaped, 8 captured)
21,Line,stairs,59,10,0.36196,Partial Breach (3 escaped, 7 captured)
21,Line,stairs,60,10,0.32915,Partial Breach (2 escaped, 8 captured)
21,Line,stairs,61,10,0.275665,Partial Breach (2 escaped, 8 captured)
21,Line,stairs,62,10,0.410335,Partial Breach (1 escaped, 9 captured)
21,Line,stairs,63,10,0.331826,Partial Breach (3 escaped, 7 captured)
21,Line,stairs,64,10,0.329713,Partial Breach (1 escaped, 9 captured)
21,Line,stairs,65,10,0.301523,Partial Breach (1 escaped, 9 captured)
21,Line,stairs,66,10,0.378369,Partial Breach (1 escaped, 9 captured)
21,Line,stairs,67,10,0.283253,Partial Breach (2 escaped, 8 captured)
21,Line,stairs,68,10,0.334009,Partial Breach (1 escaped, 9 captured)
21,Line,stairs,69,10,0.353374,Partial Breach (3 escaped, 7 captured)
21,Line,stairs,70,10,0.307031,Partial Breach (3 escaped, 7 captured)
21,Line,stairs,71,10,0.32559,Partial Breach (1 escaped, 9 captured)
21,Line,stairs,72,10,0.326326,Partial Breach (3 escaped, 7 captured)
21,Line,stairs,73,10,0.300936,Partial Breach (2 escaped, 8 captured)
21,Line,stairs,74,10,0.302507,Partial Breach (2 escaped, 8 captured)
21,Line,random,75,10,0.312216,Partial Breach (2 escaped, 8 captured)
21,Line,random,76,10,0.25049,Partial Breach (3 escaped, 7 captured)
21,Line,random,77,10,0.324127,Partial Breach (3 escaped, 7 captured)
21,Line,random,78,10,0.29603,Partial Breach (3 escaped, 7 captured)
21,Line,random,79,10,0.257508,Partial Breach (1 escaped, 9 captured)
21,Line,random,80,10,0.282861,Partial Breach (5 escaped, 5 captured)
21,Line,random,81,10,0.316259,Pursuers Victory (All intercepted)
21,Line,random,82,10,0.36798,Partial Breach (2 escaped, 8 captured)
21,Line,random,83,10,0.381891,Partial Breach (4 escaped, 6 captured)
21,Line,random,84,10,0.50602,Partial Breach (2 escaped, 8 captured)
21,Line,random,85,10,0.294069,Partial Breach (4 escaped, 6 captured)
21,Line,random,86,10,0.295088,Partial Breach (6 escaped, 4 captured)
21,Line,random,87,10,0.297888,Partial Breach (1 escaped, 9 captured)
21,Line,random,88,10,0.317899,Partial Breach (2 escaped, 8 captured)
21,Line,random,89,10,0.330209,Partial Breach (1 escaped, 9 captured)
21,Line,random,90,10,0.386492,Partial Breach (1 escaped, 9 captured)
21,Line,random,91,10,0.318301,Partial Breach (1 escaped, 9 captured)
21,Line,random,92,10,0.335266,Partial Breach (2 escaped, 8 captured)
21,Line,random,93,10,0.369885,Partial Breach (1 escaped, 9 captured)
21,Line,random,94,10,0.312939,Partial Breach (1 escaped, 9 captured)
21,Line,random,95,10,0.333841,Partial Breach (1 escaped, 9 captured)
21,Line,random,96,10,0.319566,Partial Breach (1 escaped, 9 captured)
21,Line,random,97,10,0.304786,Partial Breach (4 escaped, 6 captured)
21,Line,random,98,10,0.290345,Partial Breach (7 escaped, 3 captured)
21,Line,random,99,10,0.293642,Partial Breach (2 escaped, 8 captured)
21,Chess,wedge,0,10,0.483675,Partial Breach (1 escaped, 9 captured)
21,Chess,wedge,1,10,0.431167,Partial Breach (2 escaped, 8 captured)
21,Chess,wedge,2,10,0.554477,Partial Breach (2 escaped, 8 captured)
21,Chess,wedge,3,10,0.540321,Partial Breach (1 escaped, 9 captured)
21,Chess,wedge,4,10,0.500066,Partial Breach (1 escaped, 9 captured)
21,Chess,wedge,5,10,0.41106,Partial Breach (2 escaped, 8 captured)
21,Chess,wedge,6,10,0.462099,Pursuers Victory (All intercepted)
21,Chess,wedge,7,10,0.377432,Partial Breach (2 escaped, 8 captured)
21,Chess,wedge,8,10,0.451683,Partial Breach (4 escaped, 6 captured)
21,Chess,wedge,9,10,0.403586,Pursuers Victory (All intercepted)
21,Chess,wedge,10,10,0.440165,Partial Breach (2 escaped, 8 captured)
21,Chess,wedge,11,10,0.458588,Partial Breach (2 escaped, 8 captured)
21,Chess,wedge,12,10,0.351139,Partial Breach (2 escaped, 8 captured)
21,Chess,wedge,13,10,0.446838,Partial Breach (1 escaped, 9 captured)
21,Chess,wedge,14,10,0.503803,Pursuers Victory (All intercepted)
21,Chess,wedge,15,10,0.436884,Partial Breach (4 escaped, 6 captured)
21,Chess,wedge,16,10,0.566613,Partial Breach (3 escaped, 7 captured)
21,Chess,wedge,17,10,0.458345,Partial Breach (5 escaped, 5 captured)
21,Chess,wedge,18,10,0.467438,Partial Breach (2 escaped, 8 captured)
21,Chess,wedge,19,10,0.455929,Partial Breach (1 escaped, 9 captured)
21,Chess,wedge,20,10,0.419559,Partial Breach (4 escaped, 6 captured)
21,Chess,wedge,21,10,0.471018,Pursuers Victory (All intercepted)
21,Chess,wedge,22,10,0.388084,Partial Breach (4 escaped, 6 captured)
21,Chess,wedge,23,10,0.395595,Partial Breach (2 escaped, 8 captured)
21,Chess,wedge,24,10,0.410213,Partial Breach (2 escaped, 8 captured)
21,Chess,swarm,25,10,0.605276,Partial Breach (1 escaped, 9 captured)
21,Chess,swarm,26,10,0.518614,Pursuers Victory (All intercepted)
21,Chess,swarm,27,10,0.473974,Pursuers Victory (All intercepted)
21,Chess,swarm,28,10,0.420072,Pursuers Victory (All intercepted)
21,Chess,swarm,29,10,0.241668,Partial Breach (1 escaped, 9 captured)
21,Chess,swarm,30,10,0.296805,Pursuers Victory (All intercepted)
21,Chess,swarm,31,10,0.225594,Partial Breach (4 escaped, 6 captured)
21,Chess,swarm,32,10,0.524838,Partial Breach (1 escaped, 9 captured)
21,Chess,swarm,33,10,0.293381,Pursuers Victory (All intercepted)
21,Chess,swarm,34,10,0.161816,Partial Breach (9 escaped, 1 captured)
21,Chess,swarm,35,10,0.250767,Partial Breach (5 escaped, 5 captured)
21,Chess,swarm,36,10,0.404041,Pursuers Victory (All intercepted)
21,Chess,swarm,37,10,0.429353,Pursuers Victory (All intercepted)
21,Chess,swarm,38,10,0.40887,Pursuers Victory (All intercepted)
21,Chess,swarm,39,10,0.505207,Pursuers Victory (All intercepted)
21,Chess,swarm,40,10,0.505691,Pursuers Victory (All intercepted)
21,Chess,swarm,41,10,0.310012,Pursuers Victory (All intercepted)
21,Chess,swarm,42,10,0.396597,Partial Breach (1 escaped, 9 captured)
21,Chess,swarm,43,10,0.226989,Partial Breach (7 escaped, 3 captured)
21,Chess,swarm,44,10,0.363208,Pursuers Victory (All intercepted)
21,Chess,swarm,45,10,0.421918,Pursuers Victory (All intercepted)
21,Chess,swarm,46,10,0.388499,Pursuers Victory (All intercepted)
21,Chess,swarm,47,10,0.501701,Partial Breach (3 escaped, 7 captured)
21,Chess,swarm,48,10,0.42437,Pursuers Victory (All intercepted)
21,Chess,swarm,49,10,0.194703,Partial Breach (8 escaped, 2 captured)
21,Chess,stairs,50,10,0.392573,Partial Breach (1 escaped, 9 captured)
21,Chess,stairs,51,10,0.349775,Partial Breach (1 escaped, 9 captured)
21,Chess,stairs,52,10,0.36524,Partial Breach (1 escaped, 9 captured)
21,Chess,stairs,53,10,0.349656,Partial Breach (1 escaped, 9 captured)
21,Chess,stairs,54,10,0.349366,Partial Breach (1 escaped, 9 captured)
21,Chess,stairs,55,10,0.374098,Partial Breach (2 escaped, 8 captured)
21,Chess,stairs,56,10,0.314252,Partial Breach (1 escaped, 9 captured)
21,Chess,stairs,57,10,0.320502,Partial Breach (1 escaped, 9 captured)
21,Chess,stairs,58,10,0.358767,Partial Breach (2 escaped, 8 captured)
21,Chess,stairs,59,10,0.326652,Partial Breach (1 escaped, 9 captured)
21,Chess,stairs,60,10,0.30915,Partial Breach (2 escaped, 8 captured)
21,Chess,stairs,61,10,0.291347,Partial Breach (2 escaped, 8 captured)
21,Chess,stairs,62,10,0.36006,Partial Breach (1 escaped, 9 captured)
21,Chess,stairs,63,10,0.334283,Partial Breach (3 escaped, 7 captured)
21,Chess,stairs,64,10,0.371023,Partial Breach (2 escaped, 8 captured)
21,Chess,stairs,65,10,0.321272,Partial Breach (3 escaped, 7 captured)
21,Chess,stairs,66,10,0.347198,Partial Breach (3 escaped, 7 captured)
21,Chess,stairs,67,10,0.329175,Partial Breach (2 escaped, 8 captured)
21,Chess,stairs,68,10,0.376814,Partial Breach (1 escaped, 9 captured)
21,Chess,stairs,69,10,0.333272,Partial Breach (3 escaped, 7 captured)
21,Chess,stairs,70,10,0.351314,Partial Breach (3 escaped, 7 captured)
