Np,Strategy,EscaperType,ScenarioID,Captures,SimTime,Outcome
31,Line,wedge,0,10,0.531356,Pursuers Victory (All intercepted)
31,Line,wedge,1,10,0.471653,Pursuers Victory (All intercepted)
31,Line,wedge,2,10,0.518632,Pursuers Victory (All intercepted)
31,Line,wedge,3,10,0.544389,Partial Breach (2 escaped, 8 captured)
31,Line,wedge,4,10,0.498269,Pursuers Victory (All intercepted)
31,Line,wedge,5,10,0.460169,Pursuers Victory (All intercepted)
31,Line,wedge,6,10,0.957885,Pursuers Victory (All intercepted)
31,Line,wedge,7,10,0.39875,Partial Breach (1 escaped, 9 captured)
31,Line,wedge,8,10,0.408769,Pursuers Victory (All intercepted)
31,Line,wedge,9,10,0.644717,Partial Breach (2 escaped, 8 captured)
31,Line,wedge,10,10,0.469804,Pursuers Victory (All intercepted)
31,Line,wedge,11,10,0.489554,Partial Breach (1 escaped, 9 captured)
31,Line,wedge,12,10,0.410979,Partial Breach (1 escaped, 9 captured)
31,Line,wedge,13,10,0.460356,Pursuers Victory (All intercepted)
31,Line,wedge,14,10,0.518313,Pursuers Victory (All intercepted)
31,Line,wedge,15,10,0.446107,Pursuers Victory (All intercepted)
31,Line,wedge,16,10,0.585796,Pursuers Victory (All intercepted)
31,Line,wedge,17,10,0.475072,Partial Breach (1 escaped, 9 captured)
31,Line,wedge,18,10,0.520211,Partial Breach (2 escaped, 8 captured)
31,Line,wedge,19,10,0.475521,Partial Breach (1 escaped, 9 captured)
31,Line,wedge,20,10,0.457322,Partial Breach (3 escaped, 7 captured)
31,Line,wedge,21,10,0.510269,Pursuers Victory (All intercepted)
31,Line,wedge,22,10,0.397,Partial Breach (3 escaped, 7 captured)
31,Line,wedge,23,10,0.45903,Pursuers Victory (All intercepted)
31,Line,wedge,24,10,0.451009,Pursuers Victory (All intercepted)
31,Line,swarm,25,10,0.500108,Pursuers Victory (All intercepted)
31,Line,swarm,26,10,0.55085,Pursuers Victory (All intercepted)
31,Line,swarm,27,10,0.421491,Pursuers Victory (All intercepted)
31,Line,swarm,28,10,0.410494,Pursuers Victory (All intercepted)
31,Line,swarm,29,10,0.302141,Partial Breach (3 escaped, 7 captured)
31,Line,swarm,30,10,0.310739,Pursuers Victory (All intercepted)
31,Line,swarm,31,10,0.25296,Partial Breach (4 escaped, 6 captured)
31,Line,swarm,32,10,0.575719,Pursuers Victory (All intercepted)
31,Line,swarm,33,10,0.328416,Pursuers Victory (All intercepted)
31,Line,swarm,34,10,0.201885,Partial Breach (8 escaped, 2 captured)
31,Line,swarm,35,10,0.255259,Partial Breach (5 escaped, 5 captured)
31,Line,swarm,36,10,0.464273,Pursuers Victory (All intercepted)
