Np,Strategy,EscaperType,ScenarioID,Captures,SimTime,Outcome
41,Line,wedge,0,10,2.18016,Escapers Victory (All 10 breached)
41,Line,wedge,1,10,1.77883,Escapers Victory (All 10 breached)
41,Line,wedge,2,10,2.35964,Escapers Victory (All 10 breached)
41,Line,wedge,3,10,1.9724,Escapers Victory (All 10 breached)
41,Line,wedge,4,10,2.31927,Escapers Victory (All 10 breached)
41,Line,wedge,5,10,1.73652,Escapers Victory (All 10 breached)
41,Line,wedge,6,10,2.06886,Escapers Victory (All 10 breached)
41,Line,wedge,7,10,1.404,Escapers Victory (All 10 breached)
41,Line,wedge,8,10,1.44528,Escapers Victory (All 10 breached)
41,Line,wedge,9,10,2.04516,Escapers Victory (All 10 breached)
41,Line,wedge,10,10,1.55329,Escapers Victory (All 10 breached)
41,Line,wedge,11,10,1.73686,Escapers Victory (All 10 breached)
41,Line,wedge,12,10,1.36912,Escapers Victory (All 10 breached)
41,Line,wedge,13,10,1.64036,Escapers Victory (All 10 breached)
41,Line,wedge,14,10,2.29863,Escapers Victory (All 10 breached)
41,Line,wedge,15,10,1.60399,Escapers Victory (All 10 breached)
41,Line,wedge,16,10,2.2487,Escapers Victory (All 10 breached)
41,Line,wedge,17,10,1.58961,Escapers Victory (All 10 breached)
41,Line,wedge,18,10,1.80607,Escapers Victory (All 10 breached)
41,Line,wedge,19,10,1.89948,Escapers Victory (All 10 breached)
41,Line,wedge,20,10,1.34811,Escapers Victory (All 10 breached)
41,Line,wedge,21,10,2.40153,Escapers Victory (All 10 breached)
41,Line,wedge,22,10,1.44101,Partial Breach (8 escaped, 2 captured)
41,Line,wedge,23,10,1.48499,Escapers Victory (All 10 breached)
41,Line,wedge,24,10,1.56824,Escapers Victory (All 10 breached)
41,Line,swarm,25,10,2.63884,Escapers Victory (All 10 breached)
41,Line,swarm,26,10,2.26272,Escapers Victory (All 10 breached)
41,Line,swarm,27,10,1.99931,Escapers Victory (All 10 breached)
41,Line,swarm,28,10,2.05951,Escapers Victory (All 10 breached)
41,Line,swarm,29,10,0.976587,Escapers Victory (All 10 breached)
41,Line,swarm,30,10,1.37668,Escapers Victory (All 10 breached)
41,Line,swarm,31,10,0.809328,Escapers Victory (All 10 breached)
41,Line,swarm,32,10,2.66366,Escapers Victory (All 10 breached)
41,Line,swarm,33,10,1.34656,Escapers Victory (All 10 breached)
41,Line,swarm,34,10,0.428524,Escapers Victory (All 10 breached)
41,Line,swarm,35,10,0.738929,Escapers Victory (All 10 breached)
41,Line,swarm,36,10,2.19714,Escapers Victory (All 10 breached)
41,Line,swarm,37,10,2.08586,Escapers Victory (All 10 breached)
41,Line,swarm,38,10,2.14393,Escapers Victory (All 10 breached)
41,Line,swarm,39,10,2.60319,Escapers Victory (All 10 breached)
41,Line,swarm,40,10,3.14302,Escapers Victory (All 10 breached)
41,Line,swarm,41,10,1.36496,Escapers Victory (All 10 breached)
41,Line,swarm,42,10,1.87123,Escapers Victory (All 10 breached)
41,Line,swarm,43,10,0.604625,Escapers Victory (All 10 breached)
41,Line,swarm,44,10,2.36353,Escapers Victory (All 10 breached)
41,Line,swarm,45,10,2.06864,Escapers Victory (All 10 breached)
41,Line,swarm,46,10,2.23416,Escapers Victory (All 10 breached)
41,Line,swarm,47,10,2.10989,Escapers Victory (All 10 breached)
41,Line,swarm,48,10,2.03591,Escapers Victory (All 10 breached)
41,Line,swarm,49,10,0.508114,Partial Breach (9 escaped, 1 captured)
41,Line,stairs,50,10,1.23384,Partial Breach (7 escaped, 3 captured)
41,Line,stairs,51,10,1.08383,Partial Breach (4 escaped, 6 captured)
41,Line,stairs,52,10,1.15515,Partial Breach (5 escaped, 5 captured)
41,Line,stairs,53,10,1.0996,Partial Breach (7 escaped, 3 captured)
41,Line,stairs,54,10,1.12178,Partial Breach (5 escaped, 5 captured)
41,Line,stairs,55,10,0.925915,Partial Breach (5 escaped, 5 captured)
41,Line,stairs,56,10,0.818628,Partial Breach (3 escaped, 7 captured)
41,Line,stairs,57,10,0.886533,Partial Breach (5 escaped, 5 captured)
41,Line,stairs,58,10,0.981609,Partial Breach (5 escaped, 5 captured)
41,Line,stairs,59,10,0.923966,Partial Breach (6 escaped, 4 captured)
41,Line,stairs,60,10,0.658585,Partial Breach (5 escaped, 5 captured)
41,Line,stairs,61,10,0.764715,Partial Breach (6 escaped, 4 captured)
41,Line,stairs,62,10,0.911012,Partial Breach (3 escaped, 7 captured)
41,Line,stairs,63,10,0.845575,Partial Breach (5 escaped, 5 captured)
41,Line,stairs,64,10,0.936762,Partial Breach (5 escaped, 5 captured)
41,Line,stairs,65,10,1.07071,Partial Breach (5 escaped, 5 captured)
41,Line,stairs,66,10,0.912629,Partial Breach (3 escaped, 7 captured)
41,Line,stairs,67,10,1.045,Partial Breach (4 escaped, 6 captured)
41,Line,stairs,68,10,1.20459,Partial Breach (5 escaped, 5 captured)
41,Line,stairs,69,10,0.686717,Partial Breach (3 escaped, 7 captured)
41,Line,stairs,70,10,0.799424,Partial Breach (5 escaped, 5 captured)
41,Line,stairs,71,10,1.19967,Partial Breach (6 escaped, 4 captured)
