Np,Strategy,EscaperType,ScenarioID,Captures,SimTime,Outcome
22,Line,wedge,0,10,0.573268,Partial Breach (4 escaped, 6 captured)
22,Line,wedge,1,10,0.550163,Partial Breach (6 escaped, 4 captured)
22,Line,wedge,2,10,0.686075,Partial Breach (3 escaped, 7 captured)
22,Line,wedge,3,10,0.572912,Partial Breach (5 escaped, 5 captured)
22,Line,wedge,4,10,0.62349,Partial Breach (4 escaped, 6 captured)
22,Line,wedge,5,10,0.525919,Partial Breach (5 escaped, 5 captured)
22,Line,wedge,6,10,0.710213,Partial Breach (6 escaped, 4 captured)
22,Line,wedge,7,10,0.456899,Partial Breach (5 escaped, 5 captured)
22,Line,wedge,8,10,0.485376,Partial Breach (6 escaped, 4 captured)
22,Line,wedge,9,10,0.706961,Partial Breach (5 escaped, 5 captured)
22,Line,wedge,10,10,0.513217,Partial Breach (5 escaped, 5 captured)
22,Line,wedge,11,10,0.582369,Partial Breach (6 escaped, 4 captured)
22,Line,wedge,12,10,0.440824,Partial Breach (4 escaped, 6 captured)
22,Line,wedge,13,10,0.574523,Partial Breach (7 escaped, 3 captured)
22,Line,wedge,14,10,0.668235,Partial Breach (4 escaped, 6 captured)
22,Line,wedge,15,10,0.52158,Partial Breach (7 escaped, 3 captured)
22,Line,wedge,16,10,0.664998,Partial Breach (2 escaped, 8 captured)
22,Line,wedge,17,10,0.490357,Partial Breach (5 escaped, 5 captured)
22,Line,wedge,18,10,0.597202,Partial Breach (6 escaped, 4 captured)
22,Line,wedge,19,10,0.551588,Partial Breach (3 escaped, 7 captured)
22,Line,wedge,20,10,0.490239,Partial Breach (5 escaped, 5 captured)
22,Line,wedge,21,10,0.722538,Partial Breach (5 escaped, 5 captured)
22,Line,wedge,22,10,0.410538,Partial Breach (7 escaped, 3 captured)
22,Line,wedge,23,10,0.56682,Partial Breach (8 escaped, 2 captured)
22,Line,wedge,24,10,0.498058,Partial Breach (5 escaped, 5 captured)
22,Line,swarm,25,10,0.654428,Partial Breach (2 escaped, 8 captured)
22,Line,swarm,26,10,0.667375,Partial Breach (4 escaped, 6 captured)
22,Line,swarm,27,10,0.56588,Partial Breach (5 escaped, 5 captured)
22,Line,swarm,28,10,0.52872,Pursuers Victory (All intercepted)
22,Line,swarm,29,10,0.312579,Partial Breach (9 escaped, 1 captured)
22,Line,swarm,30,10,0.457705,Partial Breach (9 escaped, 1 captured)
22,Line,swarm,31,10,0.290194,Partial Breach (9 escaped, 1 captured)
22,Line,swarm,32,10,0.694994,Partial Breach (3 escaped, 7 captured)
22,Line,swarm,33,10,0.41105,Partial Breach (5 escaped, 5 captured)
22,Line,swarm,34,10,0.166626,Partial Breach (9 escaped, 1 captured)
22,Line,swarm,35,10,0.265992,Partial Breach (9 escaped, 1 captured)
22,Line,swarm,36,10,0.568777,Partial Breach (2 escaped, 8 captured)
22,Line,swarm,37,10,0.573747,Partial Breach (2 escaped, 8 captured)
22,Line,swarm,38,10,0.621892,Partial Breach (6 escaped, 4 captured)
22,Line,swarm,39,10,0.6682,Partial Breach (3 escaped, 7 captured)
22,Line,swarm,40,10,0.670539,Partial Breach (2 escaped, 8 captured)
22,Line,swarm,41,10,0.361355,Partial Breach (6 escaped, 4 captured)
22,Line,swarm,42,10,0.582219,Partial Breach (4 escaped, 6 captured)
22,Line,swarm,43,10,0.232035,Escapers Victory (All 10 breached)
22,Line,swarm,44,10,0.715468,Partial Breach (1 escaped, 9 captured)
22,Line,swarm,45,10,0.621252,Partial Breach (5 escaped, 5 captured)
22,Line,swarm,46,10,0.506737,Pursuers Victory (All intercepted)
22,Line,swarm,47,10,0.571215,Partial Breach (2 escaped, 8 captured)
22,Line,swarm,48,10,0.597362,Partial Breach (4 escaped, 6 captured)
22,Line,swarm,49,10,0.182746,Partial Breach (8 escaped, 2 captured)
22,Line,stairs,50,10,0.489672,Partial Breach (5 escaped, 5 captured)
22,Line,stairs,51,10,0.526275,Partial Breach (5 escaped, 5 captured)
22,Line,stairs,52,10,0.498774,Partial Breach (6 escaped, 4 captured)
22,Line,stairs,53,10,0.503646,Partial Breach (6 escaped, 4 captured)
22,Line,stairs,54,10,0.530271,Partial Breach (6 escaped, 4 captured)
22,Line,stairs,55,10,0.487565,Partial Breach (6 escaped, 4 captured)
22,Line,stairs,56,10,0.486894,Partial Breach (5 escaped, 5 captured)
22,Line,stairs,57,10,0.502518,Partial Breach (4 escaped, 6 captured)
22,Line,stairs,58,10,0.547411,Partial Breach (7 escaped, 3 captured)
22,Line,stairs,59,10,0.45574,Partial Breach (5 escaped, 5 captured)
22,Line,stairs,60,10,0.472952,Partial Breach (7 escaped, 3 captured)
22,Line,stairs,61,10,0.460161,Partial Breach (6 escaped, 4 captured)
22,Line,stairs,62,10,0.511743,Partial Breach (5 escaped, 5 captured)
22,Line,stairs,63,10,0.507658,Partial Breach (5 escaped, 5 captured)
22,Line,stairs,64,10,0.503071,Partial Breach (7 escaped, 3 captured)
22,Line,stairs,65,10,0.490851,Partial Breach (5 escaped, 5 captured)
22,Line,stairs,66,10,0.504331,Partial Breach (5 escaped, 5 captured)
22,Line,stairs,67,10,0.419674,Partial Breach (5 escaped, 5 captured)
22,Line,stairs,68,10,0.449122,Partial Breach (5 escaped, 5 captured)
22,Line,stairs,69,10,0.466794,Partial Breach (6 escaped, 4 captured)
22,Line,stairs,70,10,0.503781,Partial Breach (7 escaped, 3 captured)
22,Line,stairs,71,10,0.486336,Partial Breach (6 escaped, 4 captured)
22,Line,stairs,72,10,0.408649,Partial Breach (4 escaped, 6 captured)
22,Line,stairs,73,10,0.465803,Partial Breach (7 escaped, 3 captured)
22,Line,stairs,74,10,0.448505,Partial Breach (4 escaped, 6 captured)
22,Line,random,75,10,0.465033,Partial Breach (5 escaped, 5 captured)
22,Line,random,76,10,0.34411,Partial Breach (5 escaped, 5 captured)
22,Line,random,77,10,0.52281,Partial Breach (4 escaped, 6 captured)
22,Line,random,78,10,0.372772,Partial Breach (6 escaped, 4 captured)
22,Line,random,79,10,0.386024,Partial Breach (4 escaped, 6 captured)
22,Line,random,80,10,0.376405,Partial Breach (6 escaped, 4 captured)
22,Line,random,81,10,0.528639,Partial Breach (5 escaped, 5 captured)
22,Line,random,82,10,0.554484,Partial Breach (4 escaped, 6 captured)
22,Line,random,83,10,0.512594,Partial Breach (5 escaped, 5 captured)
22,Line,random,84,10,0.553887,Partial Breach (1 escaped, 9 captured)
22,Line,random,85,10,0.517443,Partial Breach (4 escaped, 6 captured)
22,Line,random,86,10,0.360986,Partial Breach (7 escaped, 3 captured)
22,Line,random,87,10,0.594411,Partial Breach (6 escaped, 4 captured)
22,Line,random,88,10,0.413485,Partial Breach (5 escaped, 5 captured)
22,Line,random,89,10,0.461713,Partial Breach (4 escaped, 6 captured)
22,Line,random,90,10,0.503039,Partial Breach (4 escaped, 6 captured)
22,Line,random,91,10,0.50595,Partial Breach (5 escaped, 5 captured)
22,Line,random,92,10,0.507889,Partial Breach (5 escaped, 5 captured)
22,Line,random,93,10,0.496784,Partial Breach (6 escaped, 4 captured)
22,Line,random,94,10,0.502859,Partial Breach (5 escaped, 5 captured)
22,Line,random,95,10,0.538762,Partial Breach (4 escaped, 6 captured)
22,Line,random,96,10,0.466788,Partial Breach (3 escaped, 7 captured)
22,Line,random,97,10,0.479692,Partial Breach (5 escaped, 5 captured)
22,Line,random,98,10,0.396639,Partial Breach (8 escaped, 2 captured)
22,Line,random,99,10,0.424823,Partial Breach (3 escaped, 7 captured)
22,Chess,wedge,0,10,0.707694,Partial Breach (7 escaped, 3 captured)
22,Chess,wedge,1,10,0.562885,Partial Breach (7 escaped, 3 captured)
22,Chess,wedge,2,10,0.708855,Partial Breach (6 escaped, 4 captured)
22,Chess,wedge,3,10,0.596608,Partial Breach (6 escaped, 4 captured)
22,Chess,wedge,4,10,0.571342,Partial Breach (4 escaped, 6 captured)
