Np,Strategy,EscaperType,ScenarioID,Captures,SimTime,Outcome
48,Line,wedge,0,10,2.6077,Escapers Victory (All 10 breached)
48,Line,wedge,1,10,2.1511,Escapers Victory (All 10 breached)
48,Line,wedge,2,10,2.76575,Escapers Victory (All 10 breached)
48,Line,wedge,3,10,2.39337,Escapers Victory (All 10 breached)
48,Line,wedge,4,10,2.16273,Escapers Victory (All 10 breached)
48,Line,wedge,5,10,2.12045,Escapers Victory (All 10 breached)
48,Line,wedge,6,10,2.6016,Escapers Victory (All 10 breached)
48,Line,wedge,7,10,1.85598,Escapers Victory (All 10 breached)
48,Line,wedge,8,10,1.88904,Escapers Victory (All 10 breached)
48,Line,wedge,9,10,2.57773,Escapers Victory (All 10 breached)
48,Line,wedge,10,10,2.11138,Escapers Victory (All 10 breached)
48,Line,wedge,11,10,2.27355,Escapers Victory (All 10 breached)
48,Line,wedge,12,10,1.84417,Escapers Victory (All 10 breached)
48,Line,wedge,13,10,2.20842,Escapers Victory (All 10 breached)
48,Line,wedge,14,10,2.8475,Escapers Victory (All 10 breached)
48,Line,wedge,15,10,1.99871,Escapers Victory (All 10 breached)
48,Line,wedge,16,10,2.87878,Escapers Victory (All 10 breached)
48,Line,wedge,17,10,2.05892,Escapers Victory (All 10 breached)
48,Line,wedge,18,10,2.35838,Escapers Victory (All 10 breached)
48,Line,wedge,19,10,2.33699,Escapers Victory (All 10 breached)
48,Line,wedge,20,10,1.90063,Escapers Victory (All 10 breached)
48,Line,wedge,21,10,2.89634,Escapers Victory (All 10 breached)
48,Line,wedge,22,10,1.59062,Escapers Victory (All 10 breached)
48,Line,wedge,23,10,2.03519,Escapers Victory (All 10 breached)
48,Line,wedge,24,10,1.99068,Escapers Victory (All 10 breached)
48,Line,swarm,25,10,2.86917,Escapers Victory (All 10 breached)
48,Line,swarm,26,10,2.73618,Escapers Victory (All 10 breached)
48,Line,swarm,27,10,2.31843,Escapers Victory (All 10 breached)
48,Line,swarm,28,10,2.48425,Escapers Victory (All 10 breached)
48,Line,swarm,29,10,1.19609,Escapers Victory (All 10 breached)
48,Line,swarm,30,10,1.72318,Escapers Victory (All 10 breached)
48,Line,swarm,31,10,1.04427,Partial Breach (9 escaped, 1 captured)
48,Line,swarm,32,10,3.0055,Escapers Victory (All 10 breached)
48,Line,swarm,33,10,1.74345,Escapers Victory (All 10 breached)
48,Line,swarm,34,10,0.624594,Escapers Victory (All 10 breached)
48,Line,swarm,35,10,1.03567,Escapers Victory (All 10 breached)
48,Line,swarm,36,10,2.68359,Escapers Victory (All 10 breached)
48,Line,swarm,37,10,2.40094,Escapers Victory (All 10 breached)
48,Line,swarm,38,10,2.48154,Escapers Victory (All 10 breached)
48,Line,swarm,39,10,2.86802,Escapers Victory (All 10 breached)
48,Line,swarm,40,10,2.89289,Escapers Victory (All 10 breached)
48,Line,swarm,41,10,1.52669,Escapers Victory (All 10 breached)
48,Line,swarm,42,10,2.35518,Escapers Victory (All 10 breached)
48,Line,swarm,43,10,0.930159,Escapers Victory (All 10 breached)
48,Line,swarm,44,10,2.89809,Escapers Victory (All 10 breached)
48,Line,swarm,45,10,2.5326,Escapers Victory (All 10 breached)
48,Line,swarm,46,10,2.53184,Escapers Victory (All 10 breached)
48,Line,swarm,47,10,2.3882,Escapers Victory (All 10 breached)
48,Line,swarm,48,10,2.34265,Escapers Victory (All 10 breached)
48,Line,swarm,49,10,0.787152,Escapers Victory (All 10 breached)
48,Line,stairs,50,10,2.55107,Escapers Victory (All 10 breached)
48,Line,stairs,51,10,2.44569,Escapers Victory (All 10 breached)
48,Line,stairs,52,10,2.50853,Escapers Victory (All 10 breached)
48,Line,stairs,53,10,2.32572,Escapers Victory (All 10 breached)
48,Line,stairs,54,10,2.47136,Escapers Victory (All 10 breached)
48,Line,stairs,55,10,2.40986,Escapers Victory (All 10 breached)
48,Line,stairs,56,10,2.25464,Escapers Victory (All 10 breached)
48,Line,stairs,57,10,2.51334,Escapers Victory (All 10 breached)
48,Line,stairs,58,10,2.4243,Escapers Victory (All 10 breached)
48,Line,stairs,59,10,2.33898,Escapers Victory (All 10 breached)
48,Line,stairs,60,10,2.25502,Escapers Victory (All 10 breached)
48,Line,stairs,61,10,2.32069,Escapers Victory (All 10 breached)
48,Line,stairs,62,10,2.29618,Escapers Victory (All 10 breached)
48,Line,stairs,63,10,2.41268,Escapers Victory (All 10 breached)
48,Line,stairs,64,10,2.26207,Escapers Victory (All 10 breached)
48,Line,stairs,65,10,2.36259,Escapers Victory (All 10 breached)
