Np,Arc,Chess,Line
8,24.0,56.00000000000001,28.000000000000004
9,0.0,0.0,0.0
10,32.0,20.0,24.0
11,16.0,40.0,24.0
12,24.0,20.0,28.000000000000004
13,0.0,8.0,4.0
14,24.0,12.0,24.0
15,8.0,16.0,8.0
16,20.0,8.0,8.0
17,8.0,12.0,4.0
18,8.0,4.0,8.0
19,12.0,4.0,8.0
20,8.0,8.0,4.0
21,0.0,8.0,4.0
22,12.0,4.0,4.0
23,8.0,8.0,8.0
24,4.0,4.0,0.0
25,8.0,12.0,16.0
