Np,Arc,Chess,Line
8,59.0,59.0,54.0
9,3.0,7.000000000000001,7.000000000000001
10,51.0,52.0,45.0
11,36.0,51.0,36.0
12,43.0,36.0,37.0
13,5.0,14.000000000000002,16.0
14,39.0,30.0,28.000000000000004
15,33.0,34.0,19.0
16,35.0,24.0,25.0
17,11.0,22.0,19.0
18,25.0,18.0,21.0
19,28.000000000000004,14.000000000000002,14.000000000000002
20,28.999999999999996,14.000000000000002,10.0
21,8.0,23.0,21.0
22,25.0,14.000000000000002,11.0
23,22.0,16.0,12.0
24,23.0,15.0,7.000000000000001
25,11.0,33.0,26.0
