step,id,type,x,y,z
49,4,pursuer,166.488,166.234,183.927
49,5,pursuer,73.5896,61.3961,177.108
49,6,pursuer,161.824,167.657,182.554
49,7,pursuer,120.164,131.824,168.704
49,8,pursuer,168.55,166.339,183.276
49,9,pursuer,161.919,171.448,183.069
50,0,escaper,93.6983,114.15,200.022
50,1,escaper,141.03,165.072,199.966
50,2,escaper,32.1656,58.6906,199.996
50,0,pursuer,114.763,115.675,187.479
50,1,pursuer,114.645,115.629,187.37
50,2,pursuer,120.169,115.557,185.459
50,3,pursuer,52.8824,60.0312,182.604
50,4,pursuer,163.758,166.562,186.833
50,5,pursuer,70.6385,61.632,179.798
50,6,pursuer,159.682,167.692,185.932
50,7,pursuer,119.095,130.334,172.259
50,8,pursuer,165.75,166.663,186.114
50,9,pursuer,159.749,170.739,186.354
51,0,escaper,93.7948,114.177,200.022
51,1,escaper,141.127,165.098,199.964
51,2,escaper,32.2619,58.7177,199.996
51,0,pursuer,111.95,115.86,190.317
51,1,pursuer,111.859,115.825,190.233
51,2,pursuer,117.223,115.826,188.152
51,3,pursuer,50.7847,60.3161,185.998
51,4,pursuer,160.873,166.775,189.595
51,5,pursuer,67.6101,61.797,182.406
51,6,pursuer,157.312,167.615,189.153
51,7,pursuer,117.846,128.828,175.748
51,8,pursuer,162.813,166.878,188.821
51,9,pursuer,157.37,169.958,189.473
52,0,escaper,93.8914,114.202,200.022
52,1,escaper,141.223,165.124,199.963
52,2,escaper,32.3585,58.7434,199.997
52,0,pursuer,108.956,115.922,192.969
52,1,pursuer,108.887,115.896,192.909
52,2,pursuer,114.148,115.992,190.704
52,3,pursuer,48.4491,60.4659,189.242
52,4,pursuer,157.829,166.871,192.188
52,5,pursuer,64.5019,61.8745,184.923
52,6,pursuer,154.698,167.425,192.175
52,7,pursuer,116.421,127.292,179.155
52,8,pursuer,159.736,166.985,191.374
52,9,pursuer,154.764,169.114,192.388
53,0,escaper,93.9873,114.231,200.022
53,1,escaper,141.32,165.151,199.961
53,2,escaper,32.4553,58.7686,199.997
53,0,pursuer,105.764,115.912,195.38
53,1,pursuer,105.713,115.894,195.343
53,2,pursuer,110.932,116.111,193.08
53,3,pursuer,45.8571,60.4896,192.289
53,4,pursuer,154.618,166.868,194.574
53,5,pursuer,61.3118,61.8818,187.336
53,6,pursuer,151.82,167.141,194.938
53,7,pursuer,114.774,125.784,182.474
53,8,pursuer,156.512,167.004,193.742
53,9,pursuer,151.909,168.236,195.049
54,0,escaper,94.0842,114.255,200.023
54,1,escaper,141.416,165.175,199.959
54,2,escaper,32.5522,58.7933,199.997
54,0,pursuer,102.383,115.652,197.5
54,1,pursuer,102.344,115.64,197.485
54,2,pursuer,107.583,116.023,195.265
54,3,pursuer,42.9908,60.3711,195.076
54,4,pursuer,151.241,166.681,196.709
54,5,pursuer,58.0386,61.8162,189.634
54,6,pursuer,148.671,166.674,197.36
54,7,pursuer,112.961,124.187,185.662
54,8,pursuer,153.144,166.855,195.894
54,9,pursuer,148.805,167.26,197.375
55,0,escaper,94.1813,114.28,200.023
55,1,escaper,141.513,165.2,199.957
55,2,escaper,32.6492,58.8175,199.997
55,0,pursuer,98.791,115.21,199.204
55,1,pursuer,98.7592,115.203,199.205
55,2,pursuer,104.088,115.8,197.197
55,3,pursuer,39.8295,60.0886,197.511
55,4,pursuer,147.687,166.328,198.51
55,5,pursuer,54.6809,61.6744,191.803
55,6,pursuer,145.219,166.047,199.283
55,7,pursuer,110.926,122.574,188.705
55,8,pursuer,149.622,166.562,197.768
55,9,pursuer,145.412,166.237,199.23
56,2,escaper,32.746,58.8425,199.997
56,0,pursuer,94.9904,114.53,200.25
56,2,pursuer,100.446,115.422,198.809
56,3,pursuer,36.3441,59.6357,199.42
56,4,pursuer,143.95,165.769,199.824
56,5,pursuer,51.2325,61.48,193.821
56,6,pursuer,141.445,165.216,200.311
56,7,pursuer,108.656,120.955,191.572
56,8,pursuer,145.943,166.096,199.266
